source_name,source_type,frame_index,track_id,x1,y1,x2,y2,yolo11_cow_id,yolo11_score,cnn_cow_id,cnn_score,hybrid_cow_id,hybrid_score,hybrid_is_new_identity,hybrid_rescue_reason,fingerprint_path,comparison_panel_path,saved_gallery_image_path,hybrid_gallery_folder,hybrid_gallery_images,hybrid_top_matches,yolo11_top_matches,cnn_top_matches
172915-848187944_small.mp4,video,0,1,16,358,625,961,cow_027,0.6587783694267273,cow_027,0.4960055351257324,cow_027,0.5500896573066711,True,,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\172915-848187944_small_0_1_fingerprint.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\172915-848187944_small_0_1_comparison.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_027\images\172915-848187944_small_0_1.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_027,['D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_027\\images\\172915-848187944_small_0_1.png'],"[{'cow_id': 'cow_018', 'score': 0.5500896573066711}, {'cow_id': 'cow_022', 'score': 0.5073076486587524}, {'cow_id': 'cow_019', 'score': 0.4990748465061188}]","[{'cow_id': 'cow_006', 'score': 0.6587783694267273}, {'cow_id': 'cow_018', 'score': 0.6562296748161316}, {'cow_id': 'cow_017', 'score': 0.6346378326416016}]","[{'cow_id': 'cow_019', 'score': 0.4960055351257324}, {'cow_id': 'cow_018', 'score': 0.49563169479370117}, {'cow_id': 'cow_020', 'score': 0.49517515301704407}]"
172915-848187944_small.mp4,video,0,3,1111,366,1729,847,cow_028,0.6627269387245178,cow_027,0.999163031578064,cow_027,0.8417310118675232,False,,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\172915-848187944_small_0_3_fingerprint.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\172915-848187944_small_0_3_comparison.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_027\images\172915-848187944_small_0_3.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_027,"['D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_027\\images\\172915-848187944_small_0_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_027\\images\\172915-848187944_small_0_3.png']","[{'cow_id': 'cow_027', 'score': 0.8417310118675232}, {'cow_id': 'cow_018', 'score': 0.5466806292533875}, {'cow_id': 'cow_019', 'score': 0.5044693350791931}]","[{'cow_id': 'cow_006', 'score': 0.6627269387245178}, {'cow_id': 'cow_012', 'score': 0.6531468629837036}, {'cow_id': 'cow_013', 'score': 0.6518846154212952}]","[{'cow_id': 'cow_027', 'score': 0.999163031578064}, {'cow_id': 'cow_019', 'score': 0.49424415826797485}, {'cow_id': 'cow_018', 'score': 0.49386417865753174}]"
172915-848187944_small.mp4,video,40,1,12,353,619,954,cow_027,0.6587783694267273,cow_027,0.4960055351257324,cow_027,0.5500896573066711,True,,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\172915-848187944_small_40_1_fingerprint.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\172915-848187944_small_40_1_comparison.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_027\images\172915-848187944_small_0_3.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_027,"['D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_027\\images\\172915-848187944_small_0_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_027\\images\\172915-848187944_small_0_3.png']","[{'cow_id': 'cow_018', 'score': 0.5500896573066711}, {'cow_id': 'cow_022', 'score': 0.5073076486587524}, {'cow_id': 'cow_019', 'score': 0.4990748465061188}]","[{'cow_id': 'cow_006', 'score': 0.6587783694267273}, {'cow_id': 'cow_018', 'score': 0.6562296748161316}, {'cow_id': 'cow_017', 'score': 0.6346378326416016}]","[{'cow_id': 'cow_019', 'score': 0.4960055351257324}, {'cow_id': 'cow_018', 'score': 0.49563169479370117}, {'cow_id': 'cow_020', 'score': 0.49517515301704407}]"
172915-848187944_small.mp4,video,40,3,1097,362,1713,842,cow_028,0.6627269387245178,cow_027,0.999163031578064,cow_027,0.8417310118675232,False,,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\172915-848187944_small_40_3_fingerprint.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\172915-848187944_small_40_3_comparison.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_027\images\172915-848187944_small_0_3.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_027,"['D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_027\\images\\172915-848187944_small_0_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_027\\images\\172915-848187944_small_0_3.png']","[{'cow_id': 'cow_027', 'score': 0.8417310118675232}, {'cow_id': 'cow_018', 'score': 0.5466806292533875}, {'cow_id': 'cow_019', 'score': 0.5044693350791931}]","[{'cow_id': 'cow_006', 'score': 0.6627269387245178}, {'cow_id': 'cow_012', 'score': 0.6531468629837036}, {'cow_id': 'cow_013', 'score': 0.6518846154212952}]","[{'cow_id': 'cow_027', 'score': 0.999163031578064}, {'cow_id': 'cow_019', 'score': 0.49424415826797485}, {'cow_id': 'cow_018', 'score': 0.49386417865753174}]"
172915-848187944_small.mp4,video,80,1,129,356,564,784,cow_027,0.6587783694267273,cow_027,0.4960055351257324,cow_027,0.5500896573066711,True,,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\172915-848187944_small_80_1_fingerprint.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\172915-848187944_small_80_1_comparison.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_027\images\172915-848187944_small_0_3.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_027,"['D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_027\\images\\172915-848187944_small_0_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_027\\images\\172915-848187944_small_0_3.png']","[{'cow_id': 'cow_018', 'score': 0.5500896573066711}, {'cow_id': 'cow_022', 'score': 0.5073076486587524}, {'cow_id': 'cow_019', 'score': 0.4990748465061188}]","[{'cow_id': 'cow_006', 'score': 0.6587783694267273}, {'cow_id': 'cow_018', 'score': 0.6562296748161316}, {'cow_id': 'cow_017', 'score': 0.6346378326416016}]","[{'cow_id': 'cow_019', 'score': 0.4960055351257324}, {'cow_id': 'cow_018', 'score': 0.49563169479370117}, {'cow_id': 'cow_020', 'score': 0.49517515301704407}]"
172915-848187944_small.mp4,video,80,3,1088,357,1712,845,cow_028,0.6627269387245178,cow_027,0.999163031578064,cow_027,0.8417310118675232,False,,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\172915-848187944_small_80_3_fingerprint.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\172915-848187944_small_80_3_comparison.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_027\images\172915-848187944_small_0_3.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_027,"['D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_027\\images\\172915-848187944_small_0_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_027\\images\\172915-848187944_small_0_3.png']","[{'cow_id': 'cow_027', 'score': 0.8417310118675232}, {'cow_id': 'cow_018', 'score': 0.5466806292533875}, {'cow_id': 'cow_019', 'score': 0.5044693350791931}]","[{'cow_id': 'cow_006', 'score': 0.6627269387245178}, {'cow_id': 'cow_012', 'score': 0.6531468629837036}, {'cow_id': 'cow_013', 'score': 0.6518846154212952}]","[{'cow_id': 'cow_027', 'score': 0.999163031578064}, {'cow_id': 'cow_019', 'score': 0.49424415826797485}, {'cow_id': 'cow_018', 'score': 0.49386417865753174}]"
172915-848187944_small.mp4,video,120,1,149,356,527,727,cow_027,0.6587783694267273,cow_027,0.4960055351257324,cow_027,0.5500896573066711,True,,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\172915-848187944_small_120_1_fingerprint.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\172915-848187944_small_120_1_comparison.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_027\images\172915-848187944_small_0_3.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_027,"['D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_027\\images\\172915-848187944_small_0_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_027\\images\\172915-848187944_small_0_3.png']","[{'cow_id': 'cow_018', 'score': 0.5500896573066711}, {'cow_id': 'cow_022', 'score': 0.5073076486587524}, {'cow_id': 'cow_019', 'score': 0.4990748465061188}]","[{'cow_id': 'cow_006', 'score': 0.6587783694267273}, {'cow_id': 'cow_018', 'score': 0.6562296748161316}, {'cow_id': 'cow_017', 'score': 0.6346378326416016}]","[{'cow_id': 'cow_019', 'score': 0.4960055351257324}, {'cow_id': 'cow_018', 'score': 0.49563169479370117}, {'cow_id': 'cow_020', 'score': 0.49517515301704407}]"
172915-848187944_small.mp4,video,120,3,1100,356,1706,830,cow_028,0.6627269387245178,cow_027,0.999163031578064,cow_027,0.8417310118675232,False,,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\172915-848187944_small_120_3_fingerprint.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\172915-848187944_small_120_3_comparison.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_027\images\172915-848187944_small_0_3.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_027,"['D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_027\\images\\172915-848187944_small_0_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_027\\images\\172915-848187944_small_0_3.png']","[{'cow_id': 'cow_027', 'score': 0.8417310118675232}, {'cow_id': 'cow_018', 'score': 0.5466806292533875}, {'cow_id': 'cow_019', 'score': 0.5044693350791931}]","[{'cow_id': 'cow_006', 'score': 0.6627269387245178}, {'cow_id': 'cow_012', 'score': 0.6531468629837036}, {'cow_id': 'cow_013', 'score': 0.6518846154212952}]","[{'cow_id': 'cow_027', 'score': 0.999163031578064}, {'cow_id': 'cow_019', 'score': 0.49424415826797485}, {'cow_id': 'cow_018', 'score': 0.49386417865753174}]"
172915-848187944_small.mp4,video,160,3,1120,356,1703,810,cow_028,0.6627269387245178,cow_027,0.999163031578064,cow_027,0.8417310118675232,False,,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\172915-848187944_small_160_3_fingerprint.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\172915-848187944_small_160_3_comparison.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_027\images\172915-848187944_small_0_3.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_027,"['D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_027\\images\\172915-848187944_small_0_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_027\\images\\172915-848187944_small_0_3.png']","[{'cow_id': 'cow_027', 'score': 0.8417310118675232}, {'cow_id': 'cow_018', 'score': 0.5466806292533875}, {'cow_id': 'cow_019', 'score': 0.5044693350791931}]","[{'cow_id': 'cow_006', 'score': 0.6627269387245178}, {'cow_id': 'cow_012', 'score': 0.6531468629837036}, {'cow_id': 'cow_013', 'score': 0.6518846154212952}]","[{'cow_id': 'cow_027', 'score': 0.999163031578064}, {'cow_id': 'cow_019', 'score': 0.49424415826797485}, {'cow_id': 'cow_018', 'score': 0.49386417865753174}]"
172915-848187944_small.mp4,video,200,3,1111,355,1719,829,cow_028,0.6627269387245178,cow_027,0.999163031578064,cow_027,0.8417310118675232,False,,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\172915-848187944_small_200_3_fingerprint.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\172915-848187944_small_200_3_comparison.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_027\images\172915-848187944_small_0_3.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_027,"['D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_027\\images\\172915-848187944_small_0_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_027\\images\\172915-848187944_small_0_3.png']","[{'cow_id': 'cow_027', 'score': 0.8417310118675232}, {'cow_id': 'cow_018', 'score': 0.5466806292533875}, {'cow_id': 'cow_019', 'score': 0.5044693350791931}]","[{'cow_id': 'cow_006', 'score': 0.6627269387245178}, {'cow_id': 'cow_012', 'score': 0.6531468629837036}, {'cow_id': 'cow_013', 'score': 0.6518846154212952}]","[{'cow_id': 'cow_027', 'score': 0.999163031578064}, {'cow_id': 'cow_019', 'score': 0.49424415826797485}, {'cow_id': 'cow_018', 'score': 0.49386417865753174}]"
