source_name,source_type,frame_index,track_id,x1,y1,x2,y2,yolo11_cow_id,yolo11_score,cnn_cow_id,cnn_score,hybrid_cow_id,hybrid_score,hybrid_is_new_identity,fingerprint_path,comparison_panel_path,saved_gallery_image_path,hybrid_gallery_folder,hybrid_gallery_images,hybrid_top_matches,yolo11_top_matches,cnn_top_matches
query_001.jpg,image,,,1,700,1681,1804,cow_001,0.9307065606117249,cow_018,0.30520546436309814,cow_018,0.5133777260780334,True,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\query_001_1_fingerprint.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\query_001_1_comparison.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_018\images\query_001_1.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_018,['D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\query_001_1.png'],"[{'cow_id': 'cow_001', 'score': 0.5133777260780334}, {'cow_id': 'cow_004', 'score': 0.4456486105918884}, {'cow_id': 'cow_016', 'score': 0.4397270977497101}]","[{'cow_id': 'cow_001', 'score': 0.9307065606117249}, {'cow_id': 'cow_004', 'score': 0.7567716240882874}, {'cow_id': 'cow_003', 'score': 0.7541329860687256}]","[{'cow_id': 'cow_011', 'score': 0.30520546436309814}, {'cow_id': 'cow_007', 'score': 0.27926796674728394}, {'cow_id': 'cow_009', 'score': 0.2618015706539154}]"
query_001.jpg,image,,,3007,693,4000,866,cow_019,0.644882321357727,cow_018,0.9990118741989136,cow_019,0.8285541534423828,True,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\query_001_2_fingerprint.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\query_001_2_comparison.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_019\images\query_001_2.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_019,['D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_019\\images\\query_001_2.png'],"[{'cow_id': 'cow_018', 'score': 0.8285541534423828}, {'cow_id': 'cow_007', 'score': 0.41808828711509705}, {'cow_id': 'cow_004', 'score': 0.40261462330818176}]","[{'cow_id': 'cow_004', 'score': 0.644882321357727}, {'cow_id': 'cow_001', 'score': 0.6312073469161987}, {'cow_id': 'cow_003', 'score': 0.6294829845428467}]","[{'cow_id': 'cow_018', 'score': 0.9990118741989136}, {'cow_id': 'cow_011', 'score': 0.3058660328388214}, {'cow_id': 'cow_007', 'score': 0.27949070930480957}]"
query_002.jpg,image,,,923,423,3540,2180,cow_003,0.810507595539093,cow_018,0.9994034767150879,cow_018,0.8692703247070312,False,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\query_002_1_fingerprint.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\query_002_1_comparison.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_018\images\query_002_1.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_018,"['D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\query_001_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\query_002_1.png']","[{'cow_id': 'cow_018', 'score': 0.8692703247070312}, {'cow_id': 'cow_019', 'score': 0.8199900984764099}, {'cow_id': 'cow_003', 'score': 0.45108023285865784}]","[{'cow_id': 'cow_003', 'score': 0.810507595539093}, {'cow_id': 'cow_006', 'score': 0.7246120572090149}, {'cow_id': 'cow_001', 'score': 0.7172361016273499}]","[{'cow_id': 'cow_018', 'score': 0.9994034767150879}, {'cow_id': 'cow_019', 'score': 0.9983864426612854}, {'cow_id': 'cow_011', 'score': 0.30373045802116394}]"
query_002.jpg,image,,,2065,349,2920,484,cow_020,0.5656604170799255,cow_019,0.9991774559020996,cow_020,0.8051185011863708,True,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\query_002_2_fingerprint.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\query_002_2_comparison.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_020\images\query_002_2.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_020,['D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_020\\images\\query_002_2.png'],"[{'cow_id': 'cow_018', 'score': 0.8051185011863708}, {'cow_id': 'cow_019', 'score': 0.7729262113571167}, {'cow_id': 'cow_012', 'score': 0.35954830050468445}]","[{'cow_id': 'cow_006', 'score': 0.5656604170799255}, {'cow_id': 'cow_005', 'score': 0.5339842438697815}, {'cow_id': 'cow_012', 'score': 0.5200842618942261}]","[{'cow_id': 'cow_019', 'score': 0.9991774559020996}, {'cow_id': 'cow_018', 'score': 0.998846709728241}, {'cow_id': 'cow_011', 'score': 0.30464935302734375}]"
query_002.jpg,image,,,92,543,2507,2060,cow_003,0.823091447353363,cow_018,0.9996709823608398,cow_018,0.8693045973777771,False,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\query_002_3_fingerprint.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\query_002_3_comparison.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_018\images\query_002_3.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_018,"['D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\query_001_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\query_002_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\query_002_3.png']","[{'cow_id': 'cow_018', 'score': 0.8693045973777771}, {'cow_id': 'cow_019', 'score': 0.8076655864715576}, {'cow_id': 'cow_020', 'score': 0.7811445593833923}]","[{'cow_id': 'cow_003', 'score': 0.823091447353363}, {'cow_id': 'cow_006', 'score': 0.6922867894172668}, {'cow_id': 'cow_018', 'score': 0.6586413383483887}]","[{'cow_id': 'cow_018', 'score': 0.9996709823608398}, {'cow_id': 'cow_020', 'score': 0.9988533854484558}, {'cow_id': 'cow_019', 'score': 0.9983092546463013}]"
query_002.jpg,image,,,752,416,1649,672,cow_021,0.4892924129962921,cow_018,0.9992768168449402,cow_021,0.767744243144989,True,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\query_002_4_fingerprint.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\query_002_4_comparison.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_021\images\query_002_4.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_021,['D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_021\\images\\query_002_4.png'],"[{'cow_id': 'cow_018', 'score': 0.767744243144989}, {'cow_id': 'cow_020', 'score': 0.7390007972717285}, {'cow_id': 'cow_019', 'score': 0.7305049300193787}]","[{'cow_id': 'cow_002', 'score': 0.4892924129962921}, {'cow_id': 'cow_013', 'score': 0.4837329387664795}, {'cow_id': 'cow_007', 'score': 0.4665152132511139}]","[{'cow_id': 'cow_018', 'score': 0.9992768168449402}, {'cow_id': 'cow_020', 'score': 0.9992009997367859}, {'cow_id': 'cow_019', 'score': 0.9983277916908264}]"
query_003.jpg,image,,,900,498,2586,1971,cow_022,0.6881324648857117,cow_018,0.999716579914093,cow_018,0.8564969897270203,False,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\query_003_1_fingerprint.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\query_003_1_comparison.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_018\images\query_003_1.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_018,"['D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\query_001_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\query_002_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\query_002_3.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\query_003_1.png']","[{'cow_id': 'cow_018', 'score': 0.8564969897270203}, {'cow_id': 'cow_019', 'score': 0.7844072580337524}, {'cow_id': 'cow_020', 'score': 0.7622525095939636}]","[{'cow_id': 'cow_005', 'score': 0.6881324648857117}, {'cow_id': 'cow_003', 'score': 0.6742163896560669}, {'cow_id': 'cow_012', 'score': 0.6741256713867188}]","[{'cow_id': 'cow_018', 'score': 0.999716579914093}, {'cow_id': 'cow_021', 'score': 0.9989645481109619}, {'cow_id': 'cow_020', 'score': 0.9984753727912903}]"
test1.jpg,image,,,183,886,1461,1991,cow_006,0.833987832069397,cow_018,0.999271810054779,cow_018,0.9071961641311646,False,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\test1_1_fingerprint.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\test1_1_comparison.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_018\images\test1_1.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_018,"['D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\query_001_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\query_002_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\query_002_3.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\query_003_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\test1_1.png']","[{'cow_id': 'cow_018', 'score': 0.9071961641311646}, {'cow_id': 'cow_020', 'score': 0.802146315574646}, {'cow_id': 'cow_019', 'score': 0.7971128225326538}]","[{'cow_id': 'cow_006', 'score': 0.833987832069397}, {'cow_id': 'cow_018', 'score': 0.7514724135398865}, {'cow_id': 'cow_005', 'score': 0.7470593452453613}]","[{'cow_id': 'cow_018', 'score': 0.999271810054779}, {'cow_id': 'cow_020', 'score': 0.9990475177764893}, {'cow_id': 'cow_019', 'score': 0.9988605380058289}]"
test3.jpg,image,,,0,0,784,1639,cow_017,1.0000001192092896,cow_018,0.9995843768119812,cow_018,0.9108206629753113,False,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\test3_fingerprint.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\test3_comparison.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_018\images\test3.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_018,"['D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\query_001_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\query_002_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\query_002_3.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\query_003_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\test1_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\test3.png']","[{'cow_id': 'cow_018', 'score': 0.9108206629753113}, {'cow_id': 'cow_019', 'score': 0.8321851491928101}, {'cow_id': 'cow_020', 'score': 0.7855837941169739}]","[{'cow_id': 'cow_017', 'score': 1.0000001192092896}, {'cow_id': 'cow_003', 'score': 0.7726569771766663}, {'cow_id': 'cow_018', 'score': 0.760873556137085}]","[{'cow_id': 'cow_018', 'score': 0.9995843768119812}, {'cow_id': 'cow_021', 'score': 0.999125599861145}, {'cow_id': 'cow_020', 'score': 0.9986999034881592}]"
test4.jpg,image,,,0,0,521,933,cow_016,1.0,cow_018,0.9997155070304871,cow_018,0.9207234382629395,False,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\test4_fingerprint.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\outputs\fingerprints\test4_comparison.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_018\images\test4.png,D:\KSAIM\Team_Project\workspace\is-dat-your-cow\cow_identity_prototype\gallery\cow_018,"['D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\query_001_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\query_002_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\query_002_3.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\query_003_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\test1_1.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\test3.png', 'D:\\KSAIM\\Team_Project\\workspace\\is-dat-your-cow\\cow_identity_prototype\\gallery\\cow_018\\images\\test4.png']","[{'cow_id': 'cow_018', 'score': 0.9207234382629395}, {'cow_id': 'cow_020', 'score': 0.7932782769203186}, {'cow_id': 'cow_019', 'score': 0.7868571281433105}]","[{'cow_id': 'cow_016', 'score': 1.0}, {'cow_id': 'cow_018', 'score': 0.7885398268699646}, {'cow_id': 'cow_006', 'score': 0.7725644111633301}]","[{'cow_id': 'cow_018', 'score': 0.9997155070304871}, {'cow_id': 'cow_021', 'score': 0.9990922212600708}, {'cow_id': 'cow_020', 'score': 0.9985138773918152}]"
